id,name,org_id,type,species,age,status,publish_date,status_changed_date,shots_current,org_name
45726374,Oliver,TX2392,Cat,Cat,Baby,adoptable,2019-08-23T22:26:50+0000,2019-08-23T22:26:50+0000,TRUE,Love_Beyond_the_Scars_Rescue_Sanctuary_
45725540,Ravioli,TX2392,Cat,Cat,Adult,adoptable,2019-08-23T21:51:56+0000,2019-08-23T21:51:56+0000,TRUE,Love_Beyond_the_Scars_Rescue_Sanctuary_
45724774,Esme,TX2392,Cat,Cat,Adult,adoptable,2019-08-23T20:49:15+0000,2019-08-23T20:49:15+0000,TRUE,Love_Beyond_the_Scars_Rescue_Sanctuary_
45685252,Nutmeg,TX1274,Dog,Dog,Adult,adoptable,2019-08-20T18:24:16+0000,2019-08-20T18:24:16+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45685172,Cosmo,TX1735,Cat,Cat,Baby,adoptable,2019-08-20T18:16:36+0000,2019-08-20T18:16:36+0000,TRUE,Garland_Pawsibilities
45684955,Orion,TX1735,Cat,Cat,Baby,adoptable,2019-08-20T18:08:50+0000,2019-08-20T18:08:50+0000,FALSE,Garland_Pawsibilities
45682772,Smudge,TX1274,Dog,Dog,Baby,adopted,2019-08-20T15:18:51+0000,2019-08-20T15:18:51+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682764,Cherie,TX1274,Dog,Dog,Young,adopted,2019-08-20T15:13:49+0000,2019-08-20T15:13:49+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682731,Nancy,TX1274,Dog,Dog,Young,adopted,2019-08-20T15:11:39+0000,2019-08-20T15:11:39+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682719,Corkie,TX1274,Dog,Dog,Young,adopted,2019-08-20T15:09:04+0000,2019-08-20T15:09:04+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682605,Annie,TX1274,Dog,Dog,Adult,adopted,2019-08-20T15:07:14+0000,2019-08-20T15:07:14+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682518,Simon,TX1274,Cat,Cat,Baby,adoptable,2019-08-20T14:55:04+0000,2019-08-20T14:55:04+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682500,Simba,TX1274,Cat,Cat,Baby,adoptable,2019-08-20T14:52:58+0000,2019-08-20T14:52:58+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682492,Sammy,TX1274,Cat,Cat,Baby,adoptable,2019-08-20T14:51:00+0000,2019-08-20T14:51:00+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45682460,Sara,TX1274,Cat,Cat,Baby,adoptable,2019-08-20T14:48:16+0000,2019-08-20T14:48:16+0000,TRUE,Jackson_County_Happy_Tails_Animal_Shelter
45675505,Jaz,TX1491,Dog,Dog,Baby,adoptable,2019-08-19T21:34:20+0000,2019-08-19T21:34:20+0000,TRUE,Sav_A_Pet_Inc_
45675433,Sydney,TX1491,Dog,Dog,Young,adoptable,2019-08-19T21:28:59+0000,2019-08-19T21:28:59+0000,TRUE,Sav_A_Pet_Inc_
45675399,Reese,TX1491,Dog,Dog,Baby,adoptable,2019-08-19T21:13:55+0000,2019-08-19T21:13:55+0000,TRUE,Sav_A_Pet_Inc_
45675384,Rylie_2,TX1491,Dog,Dog,Baby,adoptable,2019-08-19T21:09:00+0000,2019-08-19T21:09:00+0000,TRUE,Sav_A_Pet_Inc_
45675288,Tito,TX1193,Dog,Dog,Adult,adoptable,2019-08-19T21:06:35+0000,2019-08-19T21:06:35+0000,TRUE,Pawed_Squad
